NAME,POPULATION,CITY,STATE,COUNTY,COUNTYFIPS,INST_SIZE,TOT_ENROLL,TOT_EMP
ROCKY MOUNTAIN COLLEGE,1291,BILLINGS,MT,YELLOWSTONE,30111,2,1000,291
KANSAS CITY UNIVERSITY OF MEDICINE AND BIOSCIENCES-JOPLIN,474,JOPLIN,MO,JASPER,29097,1,474,-999
YESHIVA GEDOLA TIFERES YERACHMIEL,153,LAKEWOOD,NJ,OCEAN,34029,1,135,18
WAYNESBURG UNIVERSITY,2037,WAYNESBURG,PA,GREENE,42059,2,1628,409
INTER AMERICAN UNIVERSITY OF PUERTO RICO-FAJARDO,2168,FAJARDO,PR,FAJARDO,72053,2,1937,231
UNIVERSIDAD DEL SAGRADO CORAZON,5361,SANTURCE,PR,SAN JUAN,72127,2,4751,610
CARIBBEAN UNIVERSITY-PONCE,777,PONCE,PR,PONCE,72113,1,657,120
CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY AT DALLAS,66,RICHARDSON,TX,DALLAS,48113,1,55,11
PONCE HEALTH SCIENCES UNIVERSITY-CENTRO UNIVERSITARIO DE SAN JUAN,99,SANTURCE,PR,SAN JUAN,72127,1,99,-999
ABRAHAM LINCOLN UNIVERSITY,256,GLENDALE,CA,LOS ANGELES,06037,1,225,31
BETH MEDRASH OF ASBURY PARK,73,LAKEWOOD,NJ,OCEAN,34029,1,66,7
YALE UNIVERSITY,30264,NEW HAVEN,CT,NEW HAVEN,09009,4,13609,16655
THE EVERGREEN STATE COLLEGE,3496,OLYMPIA,WA,THURSTON,53067,2,2854,642
ASHFORD UNIVERSITY,35363,SAN DIEGO,CA,SAN DIEGO,06073,5,32620,2743
UNIVERSIDAD ANA G. MENDEZ-GURABO CAMPUS,17084,GURABO,PR,GURABO,72063,4,15464,1620
FONTBONNE UNIVERSITY,1520,SAINT LOUIS,MO,ST. LOUIS,29189,2,1199,321
NORTH CENTRAL COLLEGE,3566,"NAPERVILLE",IL,DUPAGE,17043,2,2888,678
MARY BALDWIN UNIVERSITY,2621,STAUNTON,VA,STAUNTON (CITY),51790,2,1986,635
YESHIVA OF NITRA RABBINICAL COLLEGE,256,MOUNT KISCO,NY,WESTCHESTER,36119,1,226,30
EASTERN NAZARENE COLLEGE,1026,QUINCY,MA,NORFOLK,25021,1,772,254
UNIVERSITY OF SAINT JOSEPH,3180,WEST HARTFORD,CT,HARTFORD,09003,2,2398,782
PAIER COLLEGE OF ART INC,126,HAMDEN,CT,NEW HAVEN,09009,1,89,37
WORCESTER POLYTECHNIC INSTITUTE,8284,WORCESTER,MA,WORCESTER,25027,3,6894,1390
ADRIAN COLLEGE,2246,ADRIAN,MI,LENAWEE,26091,2,1828,418
RENSSELAER AT HARTFORD,117,HARTFORD,CT,HARTFORD,09003,1,89,28
UNIVERSITY OF THE SOUTHWEST,1011,HOBBS,NM,LEA,35025,1,875,136
TULANE UNIVERSITY OF LOUISIANA,18466,NEW ORLEANS,LA,ORLEANS,22071,4,12923,5543
MITCHELL HAMLINE SCHOOL OF LAW,1618,SAINT PAUL,MN,RAMSEY,27123,2,1168,450
BACONE COLLEGE,356,MUSKOGEE,OK,MUSKOGEE,40101,1,275,81
CATHOLIC DISTANCE UNIVERSITY,217,CHARLES TOWN,WV,JEFFERSON,54037,1,175,42
UNIVERSITY OF PHOENIX-NEVADA,225,LAS VEGAS,NV,CLARK,32003,1,225,-999
UNIVERSITY OF PHOENIX-TENNESSEE,18,CORDOVA,TN,DAVIDSON,47037,1,18,-999
RABBINICAL COLLEGE OHR YISROEL,141,BROOKLYN,NY,KINGS,36047,1,122,19
DEVRY UNIVERSITY-COLORADO,142,WESTMINSTER,CO,ADAMS,08001,1,123,19
SOUTHERN METHODIST UNIVERSITY,14701,DALLAS,TX,DALLAS,48113,4,11824,2877
SUNY ONEONTA,7662,ONEONTA,NY,OTSEGO,36077,3,6528,1134
MOODY BIBLE INSTITUTE,3595,CHICAGO,IL,COOK,17031,2,3009,586
THE UNIVERSITY OF ALABAMA,45210,TUSCALOOSA,AL,TUSCALOOSA,01125,5,38100,7110
GEORGE FOX UNIVERSITY,5035,NEWBERG,OR,YAMHILL,41071,2,4063,972
LAFAYETTE COLLEGE,3613,EASTON,PA,NORTHAMPTON,42095,2,2662,951
MIDDLE TENNESSEE SCHOOL OF ANESTHESIA INC,301,MADISON,TN,DAVIDSON,47037,1,262,39
CALIFORNIA STATE UNIVERSITY-EAST BAY,17820,HAYWARD,CA,ALAMEDA,06001,4,16064,1756
COLUMBUS STATE UNIVERSITY,9071,COLUMBUS,GA,MUSCOGEE,13215,3,7877,1194
THE UNIVERSITY OF FINDLAY,5482,FINDLAY,OH,HANCOCK,39063,2,4714,768
FRANCIS MARION UNIVERSITY,4882,FLORENCE,SC,FLORENCE,45041,2,4240,642
CLAFLIN UNIVERSITY,2486,ORANGEBURG,SC,ORANGEBURG,45075,2,2070,416
TEXAS A & M UNIVERSITY-COMMERCE,13335,COMMERCE,TX,HUNT,48231,4,12109,1226
BAYLOR UNIVERSITY,21504,WACO,TX,MCLENNAN,48309,4,18033,3471
BALL STATE UNIVERSITY,26129,MUNCIE,IN,DELAWARE,18035,5,22443,3686
ASHLAND UNIVERSITY,6276,ASHLAND,OH,ASHLAND,39005,3,5091,1185
SUSQUEHANNA UNIVERSITY,2894,SELINSGROVE,PA,SNYDER,42109,2,2315,579
ANGELO STATE UNIVERSITY,11535,SAN ANGELO,TX,TOM GREEN,48451,4,10568,967
EASTERN OREGON UNIVERSITY,3515,LA GRANDE,OR,UNION,41061,2,3067,448
"NAZARETH COLLEGE",3737,ROCHESTER,NY,MONROE,36055,2,2979,758
THE COLLEGE OF SAINT ROSE,4736,ALBANY,NY,ALBANY,36001,2,4004,732
MARSHALL B KETCHUM UNIVERSITY,983,FULLERTON,CA,ORANGE,06059,1,739,244
BAIS MEDRASH ELYON,112,MONSEY,NY,ROCKLAND,36087,1,105,7
BAYLOR COLLEGE OF MEDICINE,10191,HOUSTON,TX,HARRIS,48201,2,1586,8605
MCMURRY UNIVERSITY,1459,ABILENE,TX,TAYLOR,48441,2,1175,284
SPRINGFIELD COLLEGE,3947,SPRINGFIELD,MA,HAMPDEN,25013,2,3110,837
SAINT MARY'S UNIVERSITY OF MINNESOTA,6478,WINONA,MN,WINONA,27169,3,5548,930
UNIVERSITY OF WEST ALABAMA,6262,LIVINGSTON,AL,SUMTER,01119,3,5653,609
NEW SAINT ANDREWS COLLEGE,230,MOSCOW,ID,LATAH,16057,1,194,36
TEXAS WESLEYAN UNIVERSITY,2863,FORT WORTH,TX,TARRANT,48439,2,2276,587
UNIVERSITY OF NORTH TEXAS HEALTH SCIENCE CENTER,3572,FORT WORTH,TX,TARRANT,48439,2,2237,1335
EASTERN UNIVERSITY,3760,SAINT DAVIDS,PA,DELAWARE,42045,2,3100,660
OHIO WESLEYAN UNIVERSITY,2022,DELAWARE,OH,DELAWARE,39041,2,1494,528
LOMA LINDA UNIVERSITY,6080,LOMA LINDA,CA,SAN BERNARDINO,06071,2,4462,1618
STARR KING SCHOOL FOR THE MINISTRY,123,BERKELEY,CA,ALAMEDA,06001,1,88,35
MILES COLLEGE,1782,FAIRFIELD,AL,JEFFERSON,01073,2,1456,326
UNIVERSITY OF NORTHERN IOWA,12353,CEDAR FALLS,IA,BLACK HAWK,19013,4,10477,1876
LEWIS UNIVERSITY,7327,ROMEOVILLE,IL,WILL,17197,3,6359,968
PACIFIC UNIVERSITY,4845,FOREST GROVE,OR,WASHINGTON,41067,2,3832,1013
EASTERN VIRGINIA MEDICAL SCHOOL,2524,NORFOLK,VA,NORFOLK (CITY),51710,2,1275,1249
ASBURY THEOLOGICAL SEMINARY,1932,WILMORE,KY,JESSAMINE,21113,2,1698,234
MISSISSIPPI VALLEY STATE UNIVERSITY,2703,ITTA BENA,MS,LEFLORE,28083,2,2147,556
MONTREAT COLLEGE,1244,MONTREAT,NC,BUNCOMBE,37021,1,930,314
SOUTH BAYLO UNIVERSITY,478,ANAHEIM,CA,ORANGE,06059,1,338,140
BAPTIST MISSIONARY ASSOCIATION THEOLOGICAL SEMINARY,175,JACKSONVILLE,TX,CHEROKEE,48073,1,151,24
DRURY UNIVERSITY,2147,SPRINGFIELD,MO,GREENE,29077,2,1743,404
HARTWICK COLLEGE,1558,ONEONTA,NY,OTSEGO,36077,2,1193,365
KESER TORAH-MAYAN HATALMUD,93,LAKEWOOD,NJ,OCEAN,34029,1,89,4
YESHIVAT HECHAL SHEMUEL,71,BROOKLYN,NY,KINGS,36047,1,60,11
UNIVERSITY OF MARYLAND GLOBAL CAMPUS,63646,ADELPHI,MD,PRINCE GEORGE'S,24033,5,58281,5365
FIELDING GRADUATE UNIVERSITY,1240,SANTA BARBARA,CA,SANTA BARBARA,06083,1,981,259
YESHIVA GEDOLAH KEREN HATORAH,166,LAKEWOOD,NJ,OCEAN,34029,1,155,11
BERKELEY COLLEGE-NEW YORK,3354,NEW YORK,NY,NEW YORK,36061,2,2954,400
TRIDENT UNIVERSITY INTERNATIONAL,7820,CYPRESS,CA,ORANGE,06059,3,7298,522
COLLEGEAMERICA-PHOENIX,432,PHOENIX,AZ,MARICOPA,04013,1,392,40
CALIFORNIA COLLEGE SAN DIEGO,642,SAN DIEGO,CA,SAN DIEGO,06073,1,536,106
PIEDMONT INTERNATIONAL UNIVERSITY,850,WINSTON-SALEM,NC,FORSYTH,37067,1,668,182
CENTRAL YESHIVA BETH JOSEPH,32,BROOKLYN,NY,KINGS,36047,1,21,11
TEACHERS COLLEGE OF SAN JOAQUIN,983,STOCKTON,CA,SAN JOAQUIN,06077,1,848,135
NORTHCENTRAL UNIVERSITY,11753,LA JOLLA,CA,SAN DIEGO,06073,4,11223,530
SIERRA NEVADA COLLEGE,977,INCLINE VILLAGE,NV,WASHOE,32031,1,755,222
THE SANTA BARBARA AND VENTURA COLLEGES OF LAW AT SANTA BARBARA,126,SANTA BARBARA,CA,SANTA BARBARA,06083,1,81,45
RHODES COLLEGE,2571,MEMPHIS,TN,SHELBY,47157,2,2010,561
RADFORD UNIVERSITY,13705,RADFORD,VA,RADFORD (CITY),51750,4,11870,1835
CORBAN UNIVERSITY,1399,SALEM,OR,MARION,41047,2,1146,253
UNITED THEOLOGICAL SEMINARY OF THE TWIN CITIES,143,ST. PAUL,MN,RAMSEY,27123,1,118,25
WESLEY THEOLOGICAL SEMINARY,544,WASHINGTON,DC,DISTRICT OF COLUMBIA,11001,1,463,81
ARIZONA STATE UNIVERSITY-WEST,5766,GLENDALE,AZ,MARICOPA,04013,2,4929,837
CULVER-STOCKTON COLLEGE,1231,CANTON,MO,LEWIS,29111,2,1010,221
WESLEY BIBLICAL SEMINARY,157,RIDGELAND,MS,HINDS,28049,1,137,20
UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE,33828,CHARLOTTE,NC,MECKLENBURG,37119,5,29615,4213
ADLER GRADUATE SCHOOL,388,MINNETONKA,MN,HENNEPIN,27053,1,309,79
UNIVERSIDAD POLITECNICA DE PUERTO RICO,4773,HATO REY,PR,SAN JUAN,72127,2,4360,413
UNIVERSITY OF PHOENIX-NEW MEXICO,32,ALBUQUERQUE,NM,BERNALILLO,35001,1,32,-999
ARIZONA STATE UNIVERSITY-POLYTECHNIC,5796,MESA,AZ,MARICOPA,04013,3,5243,553
THE ART INSTITUTE OF SAN ANTONIO,616,SAN ANTONIO,TX,BEXAR,48029,1,502,114
SAE INSTITUTE OF TECHNOLOGY-CHICAGO,331,CHICAGO,IL,COOK,17031,1,300,31
MIDWIVES COLLEGE OF UTAH,280,SALT LAKE CITY,UT,SALT LAKE,49035,1,217,63
"NATIONAL AMERICAN UNIVERSITY-GEORGETOWN",37,GEORGETOWN,TX,WILLIAMSON,48491,1,26,11
VERMONT LAW SCHOOL,836,SOUTH ROYALTON,VT,WINDSOR,50027,1,668,168
CALIFORNIA INTERCONTINENTAL UNIVERSITY,482,IRVINE,CA,ORANGE,06059,1,412,70
HUSSON UNIVERSITY,4424,BANGOR,ME,PENOBSCOT,23019,2,3744,680
FLORIDA INTERNATIONAL UNIVERSITY,65128,MIAMI,FL,MIAMI-DADE,12086,5,58711,6417
STEVENS-HENAGER COLLEGE,129,OREM,UT,UTAH,49049,1,95,34
UNIVERSITY OF ILLINOIS AT CHICAGO,45458,CHICAGO,IL,COOK,17031,5,32324,13134
OREGON STATE UNIVERSITY,38209,CORVALLIS,OR,BENTON,41003,5,31719,6490
ARCADIA UNIVERSITY,4547,GLENSIDE,PA,MONTGOMERY,42091,2,3463,1084
WEST COAST UNIVERSITY-DALLAS,1320,DALLAS,TX,DALLAS,48113,2,1160,160
EASTERN CONNECTICUT STATE UNIVERSITY,5955,WILLIMANTIC,CT,WINDHAM,09015,2,4971,984
TEXAS A & M UNIVERSITY-CORPUS CHRISTI,12967,CORPUS CHRISTI,TX,NUECES,48355,4,11452,1515
UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,16813,SAN FRANCISCO,CA,SAN FRANCISCO,06075,2,3180,13633
UNIVERSITY OF RIO GRANDE,1866,RIO GRANDE,OH,GALLIA,39053,2,1554,312
CARSON-NEWMAN UNIVERSITY,3199,JEFFERSON CITY,TN,JEFFERSON,47089,2,2725,474
CLAREMONT GRADUATE UNIVERSITY,2326,CLAREMONT,CA,LOS ANGELES,06037,2,1950,376
COLORADO COLLEGE,3125,COLORADO SPRINGS,CO,EL PASO,08041,2,2123,1002
HANOVER COLLEGE,1350,HANOVER,IN,JEFFERSON,18077,2,1070,280
DAVENPORT UNIVERSITY,7483,GRAND RAPIDS,MI,KENT,26081,3,6429,1054
ROCHESTER UNIVERSITY,1323,ROCHESTER HILLS,MI,OAKLAND,26125,2,1087,236
MONTANA STATE UNIVERSITY BILLINGS,5004,BILLINGS,MT,YELLOWSTONE,30111,2,4416,588
STEVENS INSTITUTE OF TECHNOLOGY,8553,HOBOKEN,NJ,HUDSON,34017,3,7283,1270
CONCORDIA COLLEGE-NEW YORK,2299,BRONXVILLE,NY,WESTCHESTER,36119,2,1857,442
CULINARY INSTITUTE OF AMERICA,3882,HYDE PARK,NY,DUTCHESS,36027,2,3099,783
FARMINGDALE STATE COLLEGE,11511,FARMINGDALE,NY,SUFFOLK,36103,3,9996,1515
CORNELL COLLEGE,1311,MOUNT VERNON,IA,LINN,19113,2,1020,291
TALMUDICAL SEMINARY OF BOBOV,455,BROOKLYN,NY,KINGS,36047,1,418,37
GRACELAND UNIVERSITY-LAMONI,2096,LAMONI,IA,DECATUR,19053,2,1733,363
GRACE COLLEGE AND THEOLOGICAL SEMINARY,2267,WINONA LAKE,IN,KOSCIUSKO,18085,2,1957,310
CENTRAL CHRISTIAN COLLEGE OF KANSAS,806,MCPHERSON,KS,MCPHERSON,20113,1,677,129
FRANKLIN PIERCE UNIVERSITY,2645,RINDGE,NH,CHESHIRE,33005,2,2114,531
CUNY NEW YORK CITY COLLEGE OF TECHNOLOGY,19423,BROOKLYN,NY,KINGS,36047,4,17036,2387
PENNSYLVANIA ACADEMY OF THE FINE ARTS,455,PHILADELPHIA,PA,PHILADELPHIA,42101,1,273,182
TEXAS COLLEGE,1111,TYLER,TX,SMITH,48423,1,940,171
CLARKSON UNIVERSITY,5170,POTSDAM,NY,ST. LAWRENCE,36089,2,4301,869
LINCOLN UNIVERSITY,537,OAKLAND,CA,ALAMEDA,06001,1,475,62
NEBRASKA WESLEYAN UNIVERSITY,2569,LINCOLN,NE,LANCASTER,31109,2,2044,525
MARLBORO COLLEGE GRADUATE & PROFESSIONAL STUDIES,48,MARLBORO,VT,WINDHAM,50025,1,48,-999
AURORA UNIVERSITY,7123,AURORA,IL,KANE,17089,3,6246,877
SOUTH UNIVERSITY-SAVANNAH,1046,SAVANNAH,GA,CHATHAM,13051,1,888,158
GEORGIA SOUTHWESTERN STATE UNIVERSITY,3330,AMERICUS,GA,SUMTER,13261,2,2950,380
HOLY FAMILY UNIVERSITY,3691,PHILADELPHIA,PA,PHILADELPHIA,42101,2,3110,581
UTAH STATE UNIVERSITY,31497,LOGAN,UT,CACHE,49005,5,27810,3687
MID-AMERICA CHRISTIAN UNIVERSITY,2235,OKLAHOMA CITY,OK,CLEVELAND,40027,2,1768,467
WEST VIRGINIA SCHOOL OF OSTEOPATHIC MEDICINE,1101,LEWISBURG,WV,GREENBRIER,54025,1,809,292
SIMPSON COLLEGE,1754,INDIANOLA,IA,WARREN,19181,2,1355,399
FISK UNIVERSITY,1096,"NASHVILLE",TN,DAVIDSON,47037,1,874,222
VANDERBILT UNIVERSITY,19380,"NASHVILLE",TN,DAVIDSON,47037,4,13131,6249
SOKA UNIVERSITY OF AMERICA,690,ALISO VIEJO,CA,ORANGE,06059,1,419,271
SOUTHWEST UNIVERSITY OF VISUAL ARTS-ALBUQUERQUE,34,ALBUQUERQUE,NM,BERNALILLO,35001,1,22,12
PLATT COLLEGE-MILLER-MOTTE-WILMINGTON,2733,WILMINGTON,NC,NEW HANOVER,37129,2,2408,325
EASTERN NEW MEXICO UNIVERSITY-MAIN CAMPUS,6280,PORTALES,NM,ROOSEVELT,35041,3,5685,595
CALDWELL UNIVERSITY,2697,CALDWELL,NJ,ESSEX,34013,2,2206,491
SOUTHEASTERN FREE WILL BAPTIST BIBLE COLLEGE,111,WENDELL,NC,WAKE,37183,1,59,52
CONGREGATION TALMIDEI MESIVTA TIFERES SHMIEL ALEKSANDER,213,BROOKLYN,NY,KINGS,36047,1,179,34
YESHIVAS EMEK HATORAH,99,HOWELL,NJ,MONMOUTH,34025,1,87,12
THOMAS EDISON STATE UNIVERSITY,10546,TRENTON,NJ,MERCER,34021,4,10227,319
CENTRAL YESHIVA TOMCHEI TMIMIM LUBAVITZ,744,BROOKLYN,NY,KINGS,36047,1,701,43
INTER AMERICAN UNIVERSITY OF PUERTO RICO-GUAYAMA,2043,GUAYAMA,PR,GUAYAMA,72057,2,1805,238
GEORGIA SOUTHERN UNIVERSITY,29444,STATESBORO,GA,BULLOCH,13031,5,26054,3390
MEMPHIS COLLEGE OF ART,119,MEMPHIS,TN,SHELBY,47157,1,51,68
DEVRY UNIVERSITY-VIRGINIA,331,ARLINGTON,VA,ARLINGTON,51013,1,281,50
ALASKA BIBLE COLLEGE,61,PALMER,AK,MATANUSKA-SUSITNA,02170,1,40,21
UNIVERSITY OF MOBILE,2276,MOBILE,AL,MOBILE,01097,2,1989,287
MARYLAND INSTITUTE COLLEGE OF ART,3321,BALTIMORE,MD,BALTIMORE (CITY),24510,2,2227,1094
AMHERST COLLEGE,2876,AMHERST,MA,HAMPSHIRE,25015,2,1839,1037
JAMES MADISON UNIVERSITY,25863,HARRISONBURG,VA,HARRISONBURG (CITY),51660,5,21820,4043
UTICA COLLEGE,5791,UTICA,NY,ONEIDA,36065,2,4947,844
GEORGETOWN UNIVERSITY,26136,WASHINGTON,DC,DISTRICT OF COLUMBIA,11001,4,19593,6543
UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,44364,CHAPEL HILL,NC,ORANGE,37135,5,29877,14487
AMERICAN ACADEMY OF ACUPUNCTURE AND ORIENTAL MEDICINE,114,ROSEVILLE,MN,RAMSEY,27123,1,85,29
WAYNE STATE COLLEGE,4372,WAYNE,NE,WAYNE,31179,2,3890,482
JEWISH THEOLOGICAL SEMINARY OF AMERICA,580,NEW YORK,NY,NEW YORK,36061,1,335,245
UNIVERSITY OF MICHIGAN-FLINT,8346,FLINT,MI,GENESEE,26049,3,7297,1049
CARDINAL STRITCH UNIVERSITY,2286,MILWAUKEE,WI,MILWAUKEE,55079,2,1896,390
AMERICAN UNIVERSITY OF PUERTO RICO,628,MANATI,PR,MANATÍ,72091,1,542,86
YESHIVA GEDOLAH OF GREATER DETROIT,76,OAK PARK,MI,OAKLAND,26125,1,62,14
WHEATON COLLEGE,2321,NORTON,MA,BRISTOL,25005,2,1774,547
CALIFORNIA COLLEGE SAN DIEGO,294,SAN MARCOS,CA,SAN DIEGO,06073,1,250,44
GEORGIA MILITARY COLLEGE,9993,MILLEDGEVILLE,GA,BALDWIN,13009,3,8766,1227
CARROLL UNIVERSITY,4178,WAUKESHA,WI,WAUKESHA,55133,2,3449,729
INTERCOAST COLLEGES-FAIRFIELD,155,FAIRFIELD,CA,SOLANO,06095,1,136,19
SOUTHERN CONNECTICUT STATE UNIVERSITY,11526,NEW HAVEN,CT,NEW HAVEN,09009,3,9817,1709
CHAMBERLAIN UNIVERSITY-NEVADA,443,LAS VEGAS,NV,CLARK,32003,1,384,59
BETHANY GLOBAL UNIVERSITY,489,BLOOMINGTON,MN,HENNEPIN,27053,1,352,137
MEHARRY MEDICAL COLLEGE,1862,"NASHVILLE",TN,DAVIDSON,47037,1,877,985
LEBANON VALLEY COLLEGE,2406,ANNVILLE,PA,LEBANON,42075,2,1915,491
SOUTH FLORIDA BIBLE COLLEGE AND THEOLOGICAL SEMINARY,389,DEERFIELD BEACH,FL,BROWARD,12011,1,310,79
CHAMBERLAIN UNIVERSITY-FLORIDA,1125,JACKSONVILLE,FL,DUVAL,12031,1,952,173
STEVENS-HENAGER COLLEGE,85,ST. GEORGE,UT,WASHINGTON,49053,1,65,20
SONOMA STATE UNIVERSITY,10225,ROHNERT PARK,CA,SONOMA,06097,3,8887,1338
BETHEL COLLEGE-NORTH NEWTON,640,NORTH NEWTON,KS,HARVEY,20079,1,456,184
THE RESTAURANT SCHOOL AT WALNUT HILL COLLEGE,210,PHILADELPHIA,PA,PHILADELPHIA,42101,1,152,58
DALLAS CHRISTIAN COLLEGE,251,DALLAS,TX,DALLAS,48113,1,194,57
WASHINGTON STATE UNIVERSITY,38315,PULLMAN,WA,WHITMAN,53075,5,31607,6708
EAST STROUDSBURG UNIVERSITY OF PENNSYLVANIA,6929,EAST STROUDSBURG,PA,MONROE,42089,3,6199,730
INDIANA WESLEYAN UNIVERSITY-MARION,5607,MARION,IN,GRANT,18053,2,3165,2442
WEST TEXAS A & M UNIVERSITY,10906,CANYON,TX,RANDALL,48381,3,9970,936
OHIO STATE UNIVERSITY-MANSFIELD CAMPUS,1226,MANSFIELD,OH,RICHLAND,39139,2,1078,148
UNIVERSITY OF PITTSBURGH-BRADFORD,1555,BRADFORD,PA,MCKEAN,42083,2,1326,229
CLEVELAND INSTITUTE OF MUSIC,551,CLEVELAND,OH,CUYAHOGA,39035,1,373,178
MOREHOUSE SCHOOL OF MEDICINE,1693,ATLANTA,GA,FULTON,13121,1,605,1088
LYNN UNIVERSITY,4020,BOCA RATON,FL,PALM BEACH,12099,2,3247,773
FULL SAIL UNIVERSITY,23872,WINTER PARK,FL,ORANGE,12095,5,21666,2206
NORTHWESTERN HEALTH SCIENCES UNIVERSITY,1310,BLOOMINGTON,MN,HENNEPIN,27053,2,1052,258
COX COLLEGE,1085,SPRINGFIELD,MO,GREENE,29077,1,956,129
SALISH KOOTENAI COLLEGE,912,PABLO,MT,LAKE,30047,1,690,222
INTER AMERICAN UNIVERSITY OF PUERTO RICO-METRO,8720,SAN JUAN,PR,SAN JUAN,72127,3,7791,929
YESHIVA D'MONSEY RABBINICAL COLLEGE,94,MONSEY,NY,ROCKLAND,36087,1,85,9
MCPHERSON COLLEGE,1018,MCPHERSON,KS,MCPHERSON,20113,1,845,173
SUNY COLLEGE AT PLATTSBURGH,6287,PLATTSBURGH,NY,CLINTON,36019,3,5258,1029
YESHIVATH VIZNITZ,814,MONSEY,NY,ROCKLAND,36087,1,727,87
SHERMAN COLLEGE OF CHIROPRACTIC,582,SPARTANBURG,SC,SPARTANBURG,45083,1,464,118
PRESENTATION COLLEGE,730,ABERDEEN,SD,BROWN,46013,1,584,146
MARYLAND UNIVERSITY OF INTEGRATIVE HEALTH,1212,LAUREL,MD,HOWARD,24027,1,891,321
COLLEGE OF OUR LADY OF THE ELMS,1841,CHICOPEE,MA,HAMPDEN,25013,2,1495,346
BAKER COLLEGE,9463,OWOSSO,MI,GENESEE,26049,3,7606,1857
FLAGLER COLLEGE-ST AUGUSTINE,3444,SAINT AUGUSTINE,FL,ST. JOHNS,12109,2,2902,542
HARRIS-STOWE STATE UNIVERSITY,1954,SAINT LOUIS,MO,ST. LOUIS (CITY),29510,2,1630,324
EDGEWOOD COLLEGE,2562,MADISON,WI,DANE,55025,2,2038,524
IRELL & MANELLA GRADUATE SCHOOL OF BIOLOGICAL SCIENCES AT CITY OF HOPE,97,DUARTE,CA,LOS ANGELES,06037,1,91,6
UNIVERSITY OF PITTSBURGH-JOHNSTOWN,2796,JOHNSTOWN,PA,CAMBRIA,42021,2,2465,331
THE UNIVERSITY OF TEXAS AT SAN ANTONIO,36641,SAN ANTONIO,TX,BEXAR,48029,5,32594,4047
UNIVERSITY OF COLORADO COLORADO SPRINGS,14434,COLORADO SPRINGS,CO,EL PASO,08041,4,12807,1627
PEPPERDINE UNIVERSITY,10908,MALIBU,CA,LOS ANGELES,06037,3,8824,2084
HOPE INTERNATIONAL UNIVERSITY,1444,FULLERTON,CA,ORANGE,06059,2,1130,314
UNIVERSITY OF SOUTHERN CALIFORNIA,65005,LOS ANGELES,CA,LOS ANGELES,06037,5,48321,16684
SPELMAN COLLEGE,2795,ATLANTA,GA,FULTON,13121,2,2120,675
DAKOTA STATE UNIVERSITY,3645,MADISON,SD,LAKE,46079,2,3268,377
COLUMBIA THEOLOGICAL SEMINARY,243,DECATUR,GA,DEKALB,13089,1,160,83
BETHEL SEMINARY-SAN DIEGO,62,SAN DIEGO,CA,SAN DIEGO,06073,1,47,15
BAIS MEDRASH TORAS CHESED,132,LAKEWOOD,NJ,OCEAN,34029,1,112,20
SAN JOAQUIN COLLEGE OF LAW,235,CLOVIS,CA,FRESNO,06019,1,171,64
LEECH LAKE TRIBAL COLLEGE,197,CASS LAKE,MN,CASS,27021,1,146,51
CENTRAL CHRISTIAN COLLEGE OF THE BIBLE,259,MOBERLY,MO,RANDOLPH,29175,1,204,55
MERRIMACK COLLEGE,6112,NORTH ANDOVER,MA,ESSEX,25009,3,5186,926
BAY PATH UNIVERSITY,3973,LONGMEADOW,MA,HAMPDEN,25013,2,3324,649
MACALESTER COLLEGE,2818,SAINT PAUL,MN,RAMSEY,27123,2,2098,720
BAPTIST BIBLE COLLEGE,303,SPRINGFIELD,MO,GREENE,29077,1,228,75
CLARKSON COLLEGE,1268,OMAHA,NE,DOUGLAS,31055,2,1108,160
CHRIST MISSION COLLEGE,71,SAN ANTONIO,TX,BEXAR,48029,1,46,25
UNIVERSITY OF NEW HAMPSHIRE AT MANCHESTER,921,MANCHESTER,NH,HILLSBOROUGH,33011,1,753,168
PLATT COLLEGE-LOS ANGELES,870,ALHAMBRA,CA,LOS ANGELES,06037,1,727,143
COLORADO STATE UNIVERSITY-FORT COLLINS,41132,FORT COLLINS,CO,LARIMER,08069,5,33426,7706
FAIRFAX UNIVERSITY OF AMERICA,248,FAIRFAX,VA,FAIRFAX,51059,1,153,95
CHAMBERLAIN UNIVERSITY-CALIFORNIA,309,RANCHO CORDOVA,CA,SACRAMENTO,06067,1,255,54
INSTITUTE FOR CLINICAL SOCIAL WORK,194,CHICAGO,IL,COOK,17031,1,125,69
WIDENER UNIVERSITY,7932,CHESTER,PA,DELAWARE,42045,3,6496,1436
UNIVERSITY OF THE CUMBERLANDS,18035,WILLIAMSBURG,KY,WHITLEY,21235,4,16966,1069
NORTH DAKOTA STATE UNIVERSITY-MAIN CAMPUS,15694,FARGO,ND,CASS,38017,4,13173,2521
UNIVERSITY OF OREGON,27716,EUGENE,OR,LANE,41039,5,22517,5199
UNIVERSITY OF RHODE ISLAND,20629,KINGSTON,RI,WASHINGTON,44009,4,17465,3164
UNIVERSITY OF WISCONSIN-OSHKOSH,17027,OSHKOSH,WI,WINNEBAGO,55139,4,15521,1506
